OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
65,145269203840711678115834099795785232597,2016/01/03 16:00:00,DEFENDANT IN ARREST,nan,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,19,17,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,313768266490906863346770130219455454855,67363656010866302167697554319734391943,38.861,-76.994,Assault on a police officer,2016,1,FALSE,,,,,{D7CA4186-46F0-4ADB-91D6-055C366901C8}
66,145269203840711678115834099795785232597,2016/01/03 16:00:00,DEFENDANT IN ARREST,nan,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,19,17,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,313768266490906863346770130219455454855,67363656010866302167697554319734391943,38.861,-76.994,Assault on a police officer,2016,1,FALSE,,,,,{A775E9AC-C494-48E8-8E68-FC0BF0E8BA59}
67,145269203840711678115834099795785232597,2016/01/03 16:00:00,DEFENDANT IN ARREST,nan,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,19,17,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,313768266490906863346770130219455454855,67363656010866302167697554319734391943,38.861,-76.994,Assault on a police officer,2016,1,FALSE,,,,,{03E0580E-5EBA-4B9B-9D93-1852F51F78D0}
68,145269203840711678115834099795785232597,2016/01/03 16:00:00,DEFENDANT IN ARREST,nan,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,19,17,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,313768266490906863346770130219455454855,67363656010866302167697554319734391943,38.861,-76.994,Assault on a police officer,2016,1,FALSE,,,,,{AE0EC2C9-18D7-451F-8DC3-FF3CB597B323}
69,235168053304431750384677419477926426860,2016/01/03 17:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,24,12,Black,Unknown,Male,504,1D,102,WASHINGTON,DC,266507788607633719384994067115602697102,296214563608077587118739576694997447965,38.899,-77.023,Drugs,2016,1,FALSE,,,,,{97287D77-6CC9-4F3D-AB9F-0831CFA5F6CE}
70,191591325589542856241358354525850703510,2016/01/03 17:15:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,18,1,Black,Unknown,Male,405,4D,405,WASHINGTON,DC,211963239536199206069916136201389795199,274293015357817276018149103937879075541,38.946,-76.997,Assault on a police officer,2016,1,FALSE,,,,,{17949CB2-28EF-41C7-BE51-509D171B0BF5}
71,191591325589542856241358354525850703510,2016/01/03 17:15:00,DEFENDANT IN ARREST,nan,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,18,1,Black,Unknown,Male,405,4D,405,WASHINGTON,DC,211963239536199206069916136201389795199,274293015357817276018149103937879075541,38.946,-76.997,Vehicle,2016,1,FALSE,,,,,{D057CC0F-F7D1-4B72-BB4B-5E0A2BB73B92}
72,191591325589542856241358354525850703510,2016/01/03 17:15:00,DEFENDANT IN ARREST,nan,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Property)",22DC851(C),18,1,Black,Unknown,Male,405,4D,405,WASHINGTON,DC,211963239536199206069916136201389795199,274293015357817276018149103937879075541,38.946,-76.997,Property,2016,1,FALSE,,,,,{8F393C4C-78B0-4777-A9A5-CEC86107E431}
73,98538332332149064786470527305010007578,2016/01/03 20:10:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),63,0,Black,Not Hispanic Or Latino,Male,201,2D,201,WASHINGTON,DC,252461821492504598571608933600853046781,325443727495738703574567214354008098019,38.984,-77.056,Assault,2016,1,FALSE,,,,,{5FC4DBA5-2258-460B-85E8-313713E734A2}
74,64029576100365283403995602681487278864,2016/01/04 00:20:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,58,22,Black,Unknown,Male,507,5D,506,WASHINGTON,DC,4113320174913701978766619249517527987,296928906038376666291146564019238191720,38.912,-76.987,Theft,2016,1,FALSE,,,,,{F330EC72-D524-4183-B5BB-6DC0DCC0686A}
75,64029576100365283403995602681487278864,2016/01/04 00:20:00,DEFENDANT IN ARREST,nan,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,58,22,Black,Unknown,Male,507,5D,506,WASHINGTON,DC,4113320174913701978766619249517527987,296928906038376666291146564019238191720,38.912,-76.987,Vehicle,2016,1,FALSE,,,,,{60F27611-B162-442A-B100-B2FE43B7EBE2}
76,331461951194638591941446708941752101993,2016/01/04 00:45:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",54,4,Black,Unknown,Male,606,6D,606,WASHINGTON,DC,227442492242386829871055874619558391426,156062262409959911559128519025387224508,38.859,-76.966,Theft,2016,1,FALSE,,,,,{1DDFAD54-0047-416E-9144-D74B815F723A}
77,293202902505253942957222927553455938909,2016/01/04 00:45:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",53,7,Black,Unknown,Male,405,6D,606,WASHINGTON,DC,80884861555121349561717529793988672286,156062262409959911559128519025387224508,38.858,-76.966,Theft,2016,1,FALSE,,,,,{9C4249FE-94C2-4AD6-AF4D-3C8B3B7519D5}
78,262719726851098088842752891819516987292,2016/01/04 06:13:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",51,0,White,Unknown,Female,OUT OF STATE,1D,102,MARCO ISLAND,FL,191131019399054290877661214178459297548,209835246390302263762251707281837977723,38.894,-77.017,Theft,2016,1,FALSE,,,,,{77D034DF-4989-4150-93BB-06CAF8AFC2E4}
79,81262803183828536368885334576965858351,2016/01/04 08:24:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",49,0,Black,Unknown,Male,OUT OF STATE,1D,102,GREENWOOD,SC,195375890302120835976984169769713659484,149152794920993802191098536245068957503,38.894,-77.017,Theft,2016,1,FALSE,,,,,{FC9BC068-3286-4EA2-B87C-86F221858272}
80,158703078048831090146040078686438649405,2016/01/04 10:30:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Second Degree Child Sex Abuse (rape),22DC3009.02,19,6,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,102,SUITLAND,MD,155062600874861545209165712740588112936,120458314019442636029461406820171175812,38.894,-77.019,Sex offense,2016,1,FALSE,,,,,{5A1FAB3F-2E4E-4738-AF7D-6ED1DA8B3B8E}
81,245400041086295856503455765788423972033,2016/01/04 10:40:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,22,11,Black,Not Hispanic Or Latino,Male,601,7D,706,WASHINGTON,DC,331346259315878018632113436825886350253,25921578165586099566635096875621781074,38.828,-76.998,Burglary,2016,1,FALSE,,,,,{0D7E2834-37B6-416A-B86E-C4F64CE3A929}
82,332810735674992522844550418242239602992,2016/01/04 11:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),55,2,Black,Not Hispanic Or Latino,Male,Unknown,1D,103,nan,nan,198282040173232039547910148280982865355,19073905684314295146863383376400405342,38.903,-77.011,Assault,2016,1,FALSE,,,,,{08A6F406-B00B-45E7-9528-C584E468F580}
83,332810735674992522844550418242239602992,2016/01/04 11:00:00,DEFENDANT IN ARREST,nan,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,55,2,Black,Not Hispanic Or Latino,Male,Unknown,1D,103,nan,nan,198282040173232039547910148280982865355,19073905684314295146863383376400405342,38.903,-77.011,Assault,2016,1,FALSE,,,,,{30F6DE35-C19B-44B8-B64F-724E0EC842E9}
84,340188585678609733581973314838001004097,2016/01/04 11:52:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,40,3,Black,Not Hispanic Or Latino,Male,605,6D,601,WASHINGTON,DC,27720597863573739388549692328107295393,201449548048398160123120142229865358163,38.903,-76.947,Assault,2016,1,FALSE,,,,,{62816BBF-2B1B-4841-808A-D5C1D2424789}
85,122946361512567154478073868947030056556,2016/01/04 12:00:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,7,Black,Not Hispanic Or Latino,Female,OUT OF STATE,7D,702,SUITLAND,MD,77698330605181485967633655943777200719,138900447136676497151691601881524622930,38.853,-76.97,Robbery,2016,1,FALSE,,,,,{8E43FC8D-A26E-4DC2-AB23-277B786413EC}
86,62114598148764958284505891227381528552,2016/01/04 16:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,10,Black,Not Hispanic Or Latino,Male,505,1D,102,WASHINGTON,DC,265614877896140257398370027585111362326,38380771590991687109983575704224304103,38.894,-77.019,Assault,2016,1,FALSE,,,,,{9D5B00DD-03C0-4E62-830A-E1014EF9CABB}
87,336341676126168627373537343218944583609,2016/01/04 16:35:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),24,0,Black,Unknown,Female,104,5D,507,WASHINGTON,DC,270180285388251910750378678019759485048,122497645089298664222255055284315023872,38.9,-76.973,Assault,2016,1,FALSE,,,,,{7246794F-1D62-48FD-9362-DB167BE854A1}
88,336341676126168627373537343218944583609,2016/01/04 16:35:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possess Prohibited Weapon,22DC4503-X,24,0,Black,Unknown,Female,104,5D,507,WASHINGTON,DC,270180285388251910750378678019759485048,122497645089298664222255055284315023872,38.9,-76.973,Weapons,2016,1,FALSE,,,,,{2D78A50E-D2EF-4156-B7AD-A64A3DCBF08B}
89,42676355528949105517238095094251739772,2016/01/04 18:12:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,31,12,Black,Unknown,Male,603,6D,603,WASHINGTON,DC,41916117889401372692858988153849537339,192815730158070571571006771470767151481,38.886,-76.951,Drugs,2016,1,FALSE,,,,,{D233301E-FC9C-47A5-B938-33F1EF7EA1C0}
90,197061233721551694602736099662621995879,2016/01/04 18:38:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,20,5,Black,Not Hispanic Or Latino,Male,Unknown,5D,505,WASHINGTON,DC,279767016482517636328040562029894077429,144261777725213471851994980895818011055,38.923,-76.986,Weapons,2016,1,FALSE,,,,,{CA35398E-7D4D-489C-A35C-6E9874D5066F}
91,197061233721551694602736099662621995879,2016/01/04 18:38:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,20,5,Black,Not Hispanic Or Latino,Male,Unknown,5D,505,WASHINGTON,DC,279767016482517636328040562029894077429,144261777725213471851994980895818011055,38.923,-76.986,Weapons,2016,1,FALSE,,,,,{87362F9F-599E-4FEF-B699-4B989AA641BA}
92,185616272920723574753370613649899325405,2016/01/04 22:10:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,19,3,Black,Not Hispanic Or Latino,Male,706,7D,708,WASHINGTON,DC,287208685735825785927364186685994784154,288328816737529924896628196143237096010,38.823,-77.006,Weapons,2016,1,FALSE,,,,,{2E8D6C10-ABB7-47AF-AC79-554F0EBF2444}
93,185616272920723574753370613649899325405,2016/01/04 22:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,19,3,Black,Not Hispanic Or Latino,Male,706,7D,708,WASHINGTON,DC,287208685735825785927364186685994784154,288328816737529924896628196143237096010,38.823,-77.006,Weapons,2016,1,FALSE,,,,,{8521E86F-F045-4E4C-9435-BB6B6F4245C1}
94,38043626126125093077698698459760572028,2016/01/04 22:29:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Felon In Possession,22DC4503A2,42,1,Black,Unknown,Male,603,6D,606,SUITLAND,MD,326841983249552075009725868846075316728,164221978581868832109383443838543663527,38.859,-76.966,Weapons,2016,1,FALSE,,,,,{F5CF3042-D194-431B-BF4C-CD66E602EB00}
95,195903226211755409268831382093685423690,2016/01/05 03:32:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,30,2,Black,Unknown,Male,104,5D,503,WASHINGTON,DC,310422640071560375525246238259021825254,179273445238286786599573062657391935861,38.915,-76.974,Failure to appear,2016,1,FALSE,,,,,{DA871E93-D642-43C2-AD88-4F2199E24391}
96,21279281918512798832943997244464759321,2016/01/05 06:17:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),26,2,White,Unknown,Female,OUT OF STATE,Unknown,Unknown,GAITHERSBURG,MD,175841038362617313095780394773207143526,83044874314829185091451096246825167867,,,Drugs,2016,1,FALSE,,,,,{B0B09D02-92DF-4A4A-9C90-FFA3074FFD0B}
97,172027280063282175694919458469697886623,2016/01/05 08:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,3,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,124278781955294024895185953996252573491,322548047954857783871985419499448122809,38.9,-76.979,Failure to appear,2016,1,FALSE,,,,,{210AFD30-3988-4B17-819F-F0E9D6EAA4AC}
98,172027280063282175694919458469697886623,2016/01/05 08:50:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,3,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,124278781955294024895185953996252573491,322548047954857783871985419499448122809,38.9,-76.979,Failure to appear,2016,1,FALSE,,,,,{3512ED0B-DEBB-4E2C-AF6E-577D7C0B2372}
99,215899872051930619947034026512328342960,2016/01/05 10:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,24,7,Black,Not Hispanic Or Latino,Male,Unknown,6D,603,nan,nan,213394978357090454720380955355812362489,322941099296794594657707477068864136233,38.893,-76.951,Failure to appear,2016,1,FALSE,,,,,{0701369B-C387-4834-92DC-EADE2D69070A}
100,234382462271372658647552598009515314943,2016/01/05 10:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,2,Black,Unknown,Female,604,6D,604,WASHINGTON,DC,78632409071405860657069858300454627898,244215023768974749984322008079112305774,38.884,-76.932,Assault,2016,1,FALSE,,,,,{49331EE3-96A0-4731-801A-EF4FC2311BE8}
101,196872666432246647910024293721541395924,2016/01/05 13:00:00,DEFENDANT IN ARREST,Yes,Homicide,Murder I,22DC2101-Y,37,2,Black,Not Hispanic Or Latino,Male,Unknown,Unknown,Unknown,WASHINGTON,DC,277422258890100027214180298850317886755,183414706269808127001651585586598065058,,,Homicide,2016,1,FALSE,,,,,{A6FC4CFD-20E3-4127-9344-12EDE417A697}
102,272559896358068125551343463569382023998,2016/01/05 14:52:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,57,2,Black,Unknown,Male,Unknown,3D,308,nan,WASHINGTON,265834853526067170567203169532514510194,100890480669032820860391944130447536218,38.911,-77.022,Drugs,2016,1,FALSE,,,,,{E66A2776-A118-4F3B-8658-F4AE0A23CAD9}
103,45709155815001109035907038550232528721,2016/01/05 15:17:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (theft From Building),"22DC3211,3212A",22,1,Black,Not Hispanic Or Latino,Female,603,3D,302,WASHINGTON,DC,330765918573869405332660611048751369587,241239165939665567736916385322474426515,38.929,-77.033,Theft,2016,1,FALSE,,,,,{453DC56E-F01B-4403-92F9-DA89E153ABA3}
104,52809510840155357061038287895221669557,2016/01/05 18:20:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Second Degree Child Sex Abuse (sodomy),22DC3009.02,66,0,White,Hispanic Or Latino,Male,408,4D,408,WASHINGTON,DC,194656357425318007393685410584831487274,246681778378221491138426650073936547442,38.929,-77.037,Sex offense,2016,1,FALSE,,,,,{A1E6FD96-0390-47D0-89D9-AAFF86E12722}
105,46886625959887874104852641950356691859,2016/01/05 19:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,27,16,Black,Unknown,Male,705,7D,704,WASHINGTON,DC,168665586908299177115568081636631421172,46580404163231053095062754314951999070,38.848,-76.979,Failure to appear,2016,1,FALSE,,,,,{82A1BBA0-34A3-4A20-8CA2-4E015D3CCF4D}
106,282970374114893488728724654611247190299,2016/01/05 20:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,19,1,Black,Not Hispanic Or Latino,Male,608,5D,505,WASHINGTON,DC,56677839655370337698483952576383262894,113656757413230908248218561863389375380,38.921,-76.985,Weapons,2016,1,FALSE,,,,,{474003FF-5287-4863-8AE4-748115ACCBFE}
107,282970374114893488728724654611247190299,2016/01/05 20:00:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,19,1,Black,Not Hispanic Or Latino,Male,608,5D,505,WASHINGTON,DC,56677839655370337698483952576383262894,113656757413230908248218561863389375380,38.921,-76.985,Weapons,2016,1,FALSE,,,,,{8B229996-13C8-472E-8B92-21FB2F837B71}
108,250538661453980752256186044540864733807,2016/01/05 20:40:00,DEFENDANT IN ARREST,Yes,Prostitution,Interstate/foreign Travel For Prostitution/sexual Activity By Coercion (assisting Or Promoting Prostitution),18USC02422A,34,0,White,Unknown,Male,OUT OF STATE,1D,102,LAUREL,DE,28394476322037580452960825878716420211,40138407191161798325465881471834277444,38.9,-77.019,Prostitution,2016,1,FALSE,,,,,{5ED1548E-8658-4114-BD77-31025C75B95C}
109,72568250240169725010836211146801414769,2016/01/05 21:03:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,26,14,Black,Not Hispanic Or Latino,Male,103,5D,506,WASHINGTON,D.C.,294386068906230942407233806770451451868,216385047976343607577187494688060333021,38.916,-76.98,Failure to appear,2016,1,FALSE,,,,,{8AD5F01B-4175-4570-B439-2FF99D016D69}
110,123021718179444872675135388740835873158,2016/01/06 07:05:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,2,Black,Not Hispanic Or Latino,Male,103,1D,103,WASHINGTON,DC,310865282668649982374130546080789502536,333850799025893569001130111309962992782,38.899,-77.011,Failure to appear,2016,1,FALSE,,,,,{B8E2F465-6FF2-41C2-983E-CC1E50143059}
111,248902403876846032762546618815598289598,2016/01/06 14:57:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,37,6,Black,Unknown,Male,603,7D,705,WASHINGTON,DC,262220372543209468861772676224095688000,213015320421442352560628233179361809466,38.845,-76.997,Drugs,2016,1,FALSE,,,,,{2A85002F-3601-468E-9739-AB46CEC6439C}
112,307326044215881922644636707076588667739,2016/01/06 16:26:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,27,7,Black,Not Hispanic Or Latino,Male,706,7D,703,WASHINGTON,DC,96414927078536246923052215496942753246,259712888414621093520118302494303601561,38.863,-76.991,Drugs,2016,1,FALSE,,,,,{1C44A533-CEA7-441F-A080-F75655AE2C80}
113,266289163360191468699822281365847940088,2016/01/06 17:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,60,3,Black,Not Hispanic Or Latino,Male,701,7D,701,WASHINGTON,DC,242792631790280306977404083523985828606,276198315185994738900206631154052848835,38.866,-76.982,Drugs,2016,1,FALSE,,,,,{F6F04037-60FA-4ED8-8688-585FE9520EBB}
114,159516420601472368210652671396307858440,2016/01/06 17:42:00,DEFENDANT IN ARREST,Yes,Robbery,"Robbery, Force & Violence",22DC2801,21,9,Black,Not Hispanic Or Latino,Male,703,1D,102,WASHINGTON,DC,197582078682257505279642281740936491298,95239445966358274366715568205844271019,38.894,-77.019,Robbery,2016,1,FALSE,,,,,{E9BA734E-1B40-486F-8773-FC4C66EAFDDD}
115,25138905221185394730593110070095227698,2016/01/06 18:16:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,53,3,Black,Not Hispanic Or Latino,Male,604,6D,604,WASHINGTON,DC,36520486342480267735567312403289803789,83086158518161046150545886647135071045,38.886,-76.928,Vehicle,2016,1,FALSE,,,,,{5195FA74-A069-4C57-894C-D5132DBD2DBA}
116,232466206008065882451055957671697173402,2016/01/06 20:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,31,0,White,Unknown,Female,108,1D,108,WASHINGTON,DC,110749820925104206064333275384852994910,114402748347598420796828448498942651742,38.88,-76.983,Weapons,2016,1,FALSE,,,,,{F0B27823-470E-41B9-834D-19C198439EAC}
117,318261777189552765705174564316155998221,2016/01/06 20:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),24,11,Black,Unknown,Male,702,7D,706,WASHINGTON,DC,127252969739340796864584429225724821014,204692615367741894452564053269245502721,38.829,-76.993,Drugs,2016,1,FALSE,,,,,{4BD66F6D-4E04-4FC9-B29E-68603181FC76}
118,313931337510901099673692990880724129504,2016/01/06 22:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,27,1,Black,Not Hispanic Or Latino,Female,308,3D,308,WASHINGTON,DC,109392396192884289242527737644256819995,217001217497203017922215750192784594625,38.908,-77.022,Burglary,2016,1,FALSE,,,,,{EC772F33-E41F-42B4-AFD2-ABFE2DA87378}
119,83693799185663324172904379280863622501,2016/01/06 22:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,23,12,Black,Not Hispanic Or Latino,Male,705,3D,308,WASHINGTON,DC,282210002950750580915419106059061570003,217001217497203017922215750192784594625,38.908,-77.022,Burglary,2016,1,FALSE,,,,,{C029BD99-06B8-4135-9BE7-B14C9B0558D2}
